Ctyname,stname,ststatus,stcode,ctycode,Cases2001,Cases2002,Cases2003,Cases2004,Cases2005,Cases2006,Cases2007,Cases2008,Cases2009,Cases2010,Cases2011,Cases2012,Cases2013,Cases2014,Cases2015,Cases2016,Cases2017,Cases2018,Cases2019,Cases2020,cases2021,cases2022,cases2023
Douglas County,Nevada,Low Incidence,32,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
Elko County,Nevada,Low Incidence,32,7,0,0,0,0,1,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,1,0,0
Esmeralda County,Nevada,Low Incidence,32,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Eureka County,Nevada,Low Incidence,32,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Humboldt County,Nevada,Low Incidence,32,13,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lander County,Nevada,Low Incidence,32,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lincoln County,Nevada,Low Incidence,32,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Lyon County,Nevada,Low Incidence,32,19,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1
Mineral County,Nevada,Low Incidence,32,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nye County,Nevada,Low Incidence,32,23,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Pershing County,Nevada,Low Incidence,32,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Storey County,Nevada,Low Incidence,32,29,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Washoe County,Nevada,Low Incidence,32,31,0,1,0,0,1,2,6,8,6,1,1,2,3,1,2,2,1,3,1,0,4,3,5
White Pine County,Nevada,Low Incidence,32,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carson City,Nevada,Low Incidence,32,510,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,1,0,1,0,0
Belknap County,New Hampshire,High Incidenc,33,1,9,6,6,11,2,10,6,22,20,34,42,29,47,25,20,36,61,41,72,17,31,30,79
Carroll County,New Hampshire,High Incidenc,33,3,1,9,2,9,4,5,19,16,18,35,53,48,60,14,12,35,68,73,96,28,32,26,53
Cheshire County,New Hampshire,High Incidenc,33,5,0,5,7,3,6,12,13,36,34,29,61,43,72,40,30,33,52,38,75,6,12,90,120
Coos County,New Hampshire,High Incidenc,33,7,3,1,1,2,4,4,3,2,3,5,10,5,2,4,2,7,8,5,10,1,0,9,10
Grafton County,New Hampshire,High Incidenc,33,9,5,2,10,6,5,7,14,18,19,45,40,42,78,26,27,41,64,81,119,15,25,95,148
Hillsborough County,New Hampshire,High Incidenc,33,11,19,36,37,38,75,151,218,449,438,423,386,425,499,136,123,215,374,395,419,87,128,323,410
Merrimack County,New Hampshire,High Incidenc,33,13,11,13,10,16,9,28,45,104,89,109,107,126,147,92,83,117,220,190,250,54,73,107,227
Rockingham County,New Hampshire,High Incidenc,33,15,59,115,78,103,129,310,395,671,582,500,422,546,523,222,142,257,317,351,415,55,67,207,259
Strafford County,New Hampshire,High Incidenc,33,17,21,73,35,37,31,88,180,262,191,137,156,171,212,86,65,100,113,170,159,27,22,122,169
Sullivan County,New Hampshire,High Incidenc,33,19,1,1,4,1,0,2,3,14,21,22,22,15,39,29,12,11,41,33,74,9,6,75,89
Atlantic County,New Jersey,High Incidenc,34,1,62,74,129,156,137,98,160,123,137,124,123,97,67,101,114,93,66,75,94,63,73,155,173
Bergen County,New Jersey,High Incidenc,34,3,40,127,122,86,163,118,157,174,281,166,221,183,241,212,275,279,303,232,196,170,270,411,486
Burlington County,New Jersey,High Incidenc,34,5,6,20,92,132,158,109,174,278,406,246,233,260,211,196,258,280,227,186,234,156,201,187,227
Camden County,New Jersey,High Incidenc,34,7,4,12,19,43,54,5,2,2,6,9,89,88,129,113,138,123,159,157,80,67,93,165,177
Cape May County,New Jersey,High Incidenc,34,9,8,7,40,46,39,20,38,36,40,27,43,41,26,12,27,19,22,31,26,28,36,31,52
Cumberland County,New Jersey,High Incidenc,34,11,18,17,72,62,90,71,164,98,195,97,84,88,60,60,86,98,99,81,63,61,49,96,101
Essex County,New Jersey,High Incidenc,34,13,37,84,93,86,111,59,91,122,209,146,147,121,131,114,165,158,207,167,113,92,148,191,213
Gloucester County,New Jersey,High Incidenc,34,15,44,55,76,111,200,101,7,100,149,112,134,138,101,124,128,119,124,109,140,102,79,164,144
Hudson County,New Jersey,High Incidenc,34,17,6,9,13,10,12,4,16,17,59,40,28,26,49,44,54,50,72,26,24,10,39,106,147
Hunterdon County,New Jersey,High Incidenc,34,19,492,412,403,326,366,273,256,379,444,323,440,207,225,89,456,210,444,335,339,214,293,551,735
Mercer County,New Jersey,High Incidenc,34,21,32,32,68,112,225,150,206,234,253,158,217,141,141,143,249,262,222,165,186,180,198,308,389
Middlesex County,New Jersey,High Incidenc,34,23,81,134,89,66,81,53,73,54,182,134,221,158,160,220,288,303,321,154,171,111,84,327,445
Monmouth County,New Jersey,High Incidenc,34,25,168,167,211,242,272,285,278,259,409,336,356,337,372,439,530,492,550,506,368,278,304,574,674
Morris County,New Jersey,High Incidenc,34,27,416,398,440,339,524,292,330,404,640,479,478,401,558,408,572,539,649,472,425,299,447,586,674
Ocean County,New Jersey,High Incidenc,34,29,105,126,166,220,182,149,203,149,189,249,222,204,210,232,290,274,302,290,225,84,228,504,611
Passaic County,New Jersey,High Incidenc,34,31,21,35,65,78,66,46,91,156,253,177,173,172,180,190,244,204,165,149,132,90,172,266,324
Salem County,New Jersey,High Incidenc,34,33,29,21,26,22,33,9,56,44,45,30,65,53,52,19,37,32,45,58,46,37,33,39,52
Somerset County,New Jersey,High Incidenc,34,35,128,128,148,146,162,134,149,153,256,204,171,251,215,144,258,216,280,225,200,139,138,342,390
Sussex County,New Jersey,High Incidenc,34,37,155,262,336,219,246,270,354,353,434,399,442,335,347,258,309,260,331,246,251,139,362,423,530
Union County,New Jersey,High Incidenc,34,39,16,33,39,61,24,25,55,67,88,67,89,76,78,59,107,95,110,92,62,41,61,124,149
Warren County,New Jersey,High Incidenc,34,41,149,195,240,135,217,159,267,257,292,188,282,196,213,108,269,243,393,244,242,197,201,252,413
Bernalillo County,New Mexico,Low Incidence,35,1,0,0,1,1,0,1,1,1,3,4,1,1,3,0,0,0,0,0,5,0,0,1,5
Catron County,New Mexico,Low Incidence,35,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chaves County,New Mexico,Low Incidence,35,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cibola County,New Mexico,Low Incidence,35,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colfax County,New Mexico,Low Incidence,35,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Curry County,New Mexico,Low Incidence,35,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
De Baca County,New Mexico,Low Incidence,35,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Doña Ana County,New Mexico,Low Incidence,35,13,0,0,0,0,1,1,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Eddy County,New Mexico,Low Incidence,35,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grant County,New Mexico,Low Incidence,35,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guadalupe County,New Mexico,Low Incidence,35,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Harding County,New Mexico,Low Incidence,35,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hidalgo County,New Mexico,Low Incidence,35,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lea County,New Mexico,Low Incidence,35,25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Lincoln County,New Mexico,Low Incidence,35,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Los Alamos County,New Mexico,Low Incidence,35,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Luna County,New Mexico,Low Incidence,35,29,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
McKinley County,New Mexico,Low Incidence,35,31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mora County,New Mexico,Low Incidence,35,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otero County,New Mexico,Low Incidence,35,35,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Quay County,New Mexico,Low Incidence,35,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rio Arriba County,New Mexico,Low Incidence,35,39,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Roosevelt County,New Mexico,Low Incidence,35,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sandoval County,New Mexico,Low Incidence,35,43,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1
San Juan County,New Mexico,Low Incidence,35,45,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
San Miguel County,New Mexico,Low Incidence,35,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Santa Fe County,New Mexico,Low Incidence,35,49,1,0,0,0,0,1,0,1,0,1,3,0,1,0,0,1,1,0,2,0,1,1,1
Sierra County,New Mexico,Low Incidence,35,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Socorro County,New Mexico,Low Incidence,35,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Taos County,New Mexico,Low Incidence,35,55,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Torrance County,New Mexico,Low Incidence,35,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Union County,New Mexico,Low Incidence,35,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Valencia County,New Mexico,Low Incidence,35,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Albany County,New York,High Incidenc,36,1,66,165,99,226,307,348,427,638,276,157,364,114,123,104,129,53,155,116,143,54,89,381,481
Allegany County,New York,High Incidenc,36,3,1,1,2,2,1,0,1,2,6,6,3,4,3,1,6,4,14,5,14,11,34,109,185
Bronx County,New York,High Incidenc,36,5,8,9,20,28,27,18,33,73,74,57,39,32,47,49,46,51,47,34,25,23,30,114,222
Broome County,New York,High Incidenc,36,7,0,1,5,5,11,4,3,19,24,22,62,64,109,65,47,63,100,56,76,43,106,281,357
Cattaraugus County,New York,High Incidenc,36,9,0,0,0,0,0,0,0,4,9,3,6,3,4,5,12,12,29,17,51,14,30,114,176
Cayuga County,New York,High Incidenc,36,11,2,1,0,0,2,1,1,0,10,2,2,3,12,7,11,7,20,7,36,22,38,63,111
Chautauqua County,New York,High Incidenc,36,13,2,0,1,2,3,1,2,7,8,3,7,6,9,6,2,4,4,9,31,9,12,84,163
Chemung County,New York,High Incidenc,36,15,0,1,0,0,4,0,2,0,3,1,7,6,25,30,62,94,115,21,8,2,15,73,105
Chenango County,New York,High Incidenc,36,17,0,2,0,0,1,2,7,4,10,8,20,14,34,37,63,44,127,83,29,29,37,164,203
Clinton County,New York,High Incidenc,36,19,5,2,9,5,5,3,1,7,6,9,13,9,38,25,22,30,55,42,61,14,9,72,113
Columbia County,New York,High Incidenc,36,21,647,999,904,404,362,375,318,584,356,220,238,183,216,185,238,202,237,129,188,101,123,142,162
Cortland County,New York,High Incidenc,36,23,1,0,0,0,1,1,3,1,6,4,4,7,8,14,11,25,46,22,92,52,73,59,106
Delaware County,New York,High Incidenc,36,25,2,2,0,2,6,2,4,9,9,8,10,13,23,25,48,55,124,38,50,26,17,235,244
Dutchess County,New York,High Incidenc,36,27,1121,1720,1283,1076,1398,930,551,1141,413,206,205,132,173,225,171,132,194,292,275,59,77,1175,1065
Erie County,New York,High Incidenc,36,29,4,4,1,1,10,4,7,8,14,15,14,11,21,30,23,53,89,66,31,39,55,221,400
Essex County,New York,High Incidenc,36,31,2,2,1,2,1,4,6,24,43,24,16,22,83,32,45,75,61,17,36,4,2,102,138
Franklin County,New York,High Incidenc,36,33,0,3,1,0,1,2,1,5,5,7,9,7,18,9,12,15,41,23,68,13,9,53,21
Fulton County,New York,High Incidenc,36,35,1,0,0,1,2,0,1,6,10,3,8,9,23,13,24,6,40,29,78,42,39,52,71
Genesee County,New York,High Incidenc,36,37,0,0,1,0,0,0,0,1,0,0,1,1,2,4,10,6,6,6,14,4,12,11,33
Greene County,New York,High Incidenc,36,39,95,179,119,99,121,147,157,313,247,127,148,114,204,131,156,121,152,69,83,52,86,158,177
Hamilton County,New York,High Incidenc,36,41,0,0,0,1,0,0,3,0,1,1,0,0,1,1,1,2,1,1,2,1,0,3,6
Herkimer County,New York,High Incidenc,36,43,1,3,2,2,2,5,4,11,15,9,12,23,38,20,35,25,48,31,46,11,43,109,187
Jefferson County,New York,High Incidenc,36,45,4,7,1,1,2,14,8,37,49,30,44,43,101,29,18,15,19,14,31,5,3,159,243
Kings County,New York,High Incidenc,36,47,5,13,42,60,71,79,82,178,255,156,178,125,245,285,331,322,381,281,281,284,341,771,1200
Lewis County,New York,High Incidenc,36,49,0,0,0,0,0,0,0,2,3,3,2,7,7,4,9,16,19,14,43,18,61,54,65
Livingston County,New York,High Incidenc,36,51,0,1,2,0,1,0,0,2,2,1,5,1,4,1,2,3,14,13,43,12,18,75,129
Madison County,New York,High Incidenc,36,53,2,5,4,3,3,1,0,11,6,8,14,6,35,7,17,29,67,57,82,0,11,86,149
Monroe County,New York,High Incidenc,36,55,3,4,3,4,10,6,10,12,25,13,22,40,89,60,45,53,85,45,37,18,34,306,442
Montgomery County,New York,High Incidenc,36,57,1,1,1,2,3,4,7,25,21,23,30,20,26,18,22,14,42,49,57,26,5,58,79
Nassau County,New York,High Incidenc,36,59,48,82,75,59,122,116,104,40,122,21,30,14,25,25,44,48,30,31,29,28,28,512,691
New York County,New York,High Incidenc,36,61,37,23,105,189,225,170,221,403,528,362,352,262,308,337,326,322,383,264,286,243,281,779,1114
Niagara County,New York,High Incidenc,36,63,1,1,3,1,0,1,2,3,5,4,1,1,5,7,5,0,7,2,3,5,2,20,40
Oneida County,New York,High Incidenc,36,65,1,2,2,1,5,3,9,26,14,18,49,36,82,41,32,13,20,24,29,37,44,273,332
Onondaga County,New York,High Incidenc,36,67,5,9,7,11,10,13,10,67,35,29,86,24,45,40,43,18,66,71,38,13,35,355,579
Ontario County,New York,High Incidenc,36,69,1,2,1,2,2,2,3,2,3,5,2,7,18,15,26,21,62,34,37,14,33,141,233
Orange County,New York,High Incidenc,36,71,532,541,587,518,536,467,290,396,419,241,316,189,257,194,206,166,158,145,115,51,94,939,1201
Orleans County,New York,High Incidenc,36,73,0,0,1,0,1,0,1,1,0,0,0,0,4,2,3,2,2,5,6,1,3,12,17
Oswego County,New York,High Incidenc,36,75,2,0,4,3,0,1,4,6,4,5,8,17,56,35,51,76,125,34,40,17,28,205,232
Otsego County,New York,High Incidenc,36,77,1,3,2,1,0,2,8,14,13,17,35,32,63,53,39,39,88,45,90,21,22,315,358
Putnam County,New York,High Incidenc,36,79,211,247,303,205,191,149,140,202,133,61,102,76,125,98,122,113,129,168,121,53,72,276,347
Queens County,New York,High Incidenc,36,81,8,11,41,42,46,21,52,104,134,118,117,88,104,103,114,128,149,85,111,114,111,223,477
Rensselaer County,New York,High Incidenc,36,83,88,122,157,200,208,271,349,542,296,148,281,214,310,196,229,188,226,107,170,92,125,357,481
Richmond County,New York,High Incidenc,36,85,5,3,12,37,31,17,29,50,60,34,45,35,39,75,121,123,123,88,53,48,55,127,248
Rockland County,New York,High Incidenc,36,87,97,120,196,167,254,243,200,353,325,99,96,88,108,99,126,53,49,48,48,54,51,555,626
St. Lawrence County,New York,High Incidenc,36,89,1,1,4,2,2,1,10,25,47,33,40,50,155,111,53,57,93,33,88,26,46,215,113
Saratoga County,New York,High Incidenc,36,91,15,15,11,42,69,83,126,364,148,104,170,136,207,67,124,106,121,77,126,56,65,219,243
Schenectady County,New York,High Incidenc,36,93,3,7,13,17,26,22,34,93,38,23,30,18,29,23,38,32,29,19,22,9,12,97,138
Schoharie County,New York,High Incidenc,36,95,2,2,2,2,4,5,11,23,26,14,29,12,31,20,33,30,59,73,78,16,10,104,152
Schuyler County,New York,High Incidenc,36,97,0,1,1,0,0,1,1,1,1,4,7,14,34,9,26,20,46,24,39,14,32,46,61
Seneca County,New York,High Incidenc,36,99,0,1,2,0,2,2,0,0,3,0,8,4,4,2,8,12,18,12,27,6,11,27,38
Steuben County,New York,High Incidenc,36,101,0,0,0,0,1,0,0,5,2,3,4,9,20,23,36,68,105,74,23,10,26,146,256
Suffolk County,New York,High Incidenc,36,103,417,513,288,561,542,190,124,542,216,297,334,240,201,231,256,243,202,193,151,105,145,2667,3262
Sullivan County,New York,High Incidenc,36,105,8,18,15,39,36,34,69,118,50,38,37,23,26,22,26,21,15,14,26,0,5,268,360
Tioga County,New York,High Incidenc,36,107,3,4,3,3,1,2,3,1,7,16,24,27,61,42,82,65,30,19,30,8,19,115,160
Tompkins County,New York,High Incidenc,36,109,3,5,10,5,3,2,8,42,49,70,145,21,43,29,37,39,72,58,55,37,44,266,399
Ulster County,New York,High Incidenc,36,111,202,334,300,295,400,358,361,778,582,269,193,152,222,197,201,138,179,116,139,39,54,772,893
Warren County,New York,High Incidenc,36,113,3,1,0,9,12,12,20,20,94,34,19,33,76,46,32,28,14,11,53,12,16,164,227
Washington County,New York,High Incidenc,36,115,0,1,5,17,22,56,83,183,181,115,272,77,127,58,68,47,36,17,47,31,31,225,301
Wayne County,New York,High Incidenc,36,117,2,1,0,0,0,0,2,2,1,1,3,2,15,7,13,17,21,15,48,20,52,46,70
Westchester County,New York,High Incidenc,36,119,413,339,746,746,458,263,251,264,207,114,167,71,79,92,150,99,108,113,79,56,1,974,1317
Wyoming County,New York,High Incidenc,36,121,1,1,1,0,1,1,1,0,2,1,1,2,1,2,3,3,2,1,11,3,15,23,41
Yates County,New York,High Incidenc,36,123,0,0,1,0,0,1,0,0,0,1,4,5,14,13,23,16,56,32,14,13,28,49,82
Alamance County,North Carolina,Low Incidence,37,1,0,0,2,1,0,2,0,1,1,0,0,1,2,2,1,1,2,1,4,4,3,0,1
Alexander County,North Carolina,Low Incidence,37,3,0,0,1,2,0,0,0,0,0,0,0,1,0,0,3,2,2,1,2,1,0,1,1
Alleghany County,North Carolina,Low Incidence,37,5,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,12,10,20,12,12,16,20,4
Anson County,North Carolina,Low Incidence,37,7,0,0,2,2,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0
Ashe County,North Carolina,Low Incidence,37,9,1,2,5,0,0,0,0,2,0,2,0,0,0,2,4,10,8,15,39,36,41,38,9
Avery County,North Carolina,Low Incidence,37,11,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,6
Beaufort County,North Carolina,Low Incidence,37,13,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0
Bertie County,North Carolina,Low Incidence,37,15,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0
Bladen County,North Carolina,Low Incidence,37,17,0,0,1,1,0,0,0,0,1,0,0,1,5,0,0,2,0,0,1,0,0,1,0
Brunswick County,North Carolina,Low Incidence,37,19,1,3,1,1,0,1,1,1,0,2,2,3,5,9,4,5,4,4,1,1,0,0,2
Buncombe County,North Carolina,Low Incidence,37,21,0,0,1,1,1,0,0,2,3,1,3,0,4,5,14,17,20,18,26,46,35,42,37
Burke County,North Carolina,Low Incidence,37,23,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,0,2,0,0,1
Cabarrus County,North Carolina,Low Incidence,37,25,0,1,5,0,0,0,0,1,0,1,1,4,2,1,3,3,4,1,4,2,1,1,4
Caldwell County,North Carolina,Low Incidence,37,27,0,1,0,0,0,1,0,1,1,0,0,1,1,0,3,3,1,1,0,1,4,3,3
Camden County,North Carolina,Low Incidence,37,29,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0
Carteret County,North Carolina,Low Incidence,37,31,0,3,5,4,0,1,0,0,3,0,3,2,2,4,3,3,4,6,5,5,0,0,0
Caswell County,North Carolina,Low Incidence,37,33,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0
Catawba County,North Carolina,Low Incidence,37,35,0,2,1,2,1,0,0,0,0,0,0,0,0,2,3,1,0,0,7,1,3,1,1
Chatham County,North Carolina,Low Incidence,37,37,2,0,1,1,0,0,2,1,1,3,3,0,5,1,1,1,1,1,1,1,1,0,0
Cherokee County,North Carolina,Low Incidence,37,39,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
Chowan County,North Carolina,Low Incidence,37,41,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
Clay County,North Carolina,Low Incidence,37,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cleveland County,North Carolina,Low Incidence,37,45,0,4,3,1,1,0,0,3,2,1,0,0,0,1,1,0,0,1,1,0,1,0,0
Columbus County,North Carolina,Low Incidence,37,47,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Craven County,North Carolina,Low Incidence,37,49,0,1,1,3,0,0,0,0,1,1,0,3,4,6,7,5,7,2,5,4,2,0,1
Cumberland County,North Carolina,Low Incidence,37,51,0,4,1,5,3,1,1,2,2,2,1,12,8,3,5,13,4,13,13,3,1,1,6
Currituck County,North Carolina,Low Incidence,37,53,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,2,1,0,3,0,1,1,0
Dare County,North Carolina,Low Incidence,37,55,0,3,2,0,0,1,1,1,2,0,0,4,0,3,4,3,5,3,4,2,2,1,1
Davidson County,North Carolina,Low Incidence,37,57,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,1,3,1,0,0,3,3,3
Davie County,North Carolina,Low Incidence,37,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
Duplin County,North Carolina,Low Incidence,37,61,0,2,0,0,0,0,0,0,0,0,0,0,4,2,0,1,0,1,0,0,0,0,0
Durham County,North Carolina,Low Incidence,37,63,0,6,6,9,3,0,2,1,3,0,0,3,4,1,5,1,4,3,8,2,2,0,5
Edgecombe County,North Carolina,Low Incidence,37,65,1,7,1,0,0,0,0,0,1,0,0,0,1,0,1,1,2,1,0,1,1,1,0
Forsyth County,North Carolina,Low Incidence,37,67,1,2,2,0,0,0,0,3,16,1,2,3,8,10,4,14,9,7,21,3,4,3,6
Franklin County,North Carolina,Low Incidence,37,69,1,0,1,1,1,0,0,0,3,0,0,0,1,4,3,1,1,1,0,0,0,0,0
Gaston County,North Carolina,Low Incidence,37,71,0,1,0,7,0,0,0,0,0,1,1,1,0,0,2,1,7,1,3,2,3,1,2
Gates County,North Carolina,Low Incidence,37,73,1,2,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,1,0,1,0,1
Graham County,North Carolina,Low Incidence,37,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Granville County,North Carolina,Low Incidence,37,77,1,0,1,0,0,0,0,0,2,1,2,2,6,1,1,3,2,1,2,3,1,1,0
Greene County,North Carolina,Low Incidence,37,79,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0
Guilford County,North Carolina,Low Incidence,37,81,0,0,2,1,0,2,0,2,0,4,3,6,11,15,14,4,8,2,1,1,1,3,5
Halifax County,North Carolina,Low Incidence,37,83,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Harnett County,North Carolina,Low Incidence,37,85,0,2,0,2,0,0,3,0,3,0,0,1,3,3,5,3,1,4,4,1,2,0,2
Haywood County,North Carolina,Low Incidence,37,87,0,0,0,0,1,0,0,0,0,1,0,1,1,2,1,3,1,1,0,0,2,1,1
Henderson County,North Carolina,Low Incidence,37,89,3,0,0,0,1,1,0,0,0,0,1,0,0,2,2,2,1,0,2,1,3,1,2
Hertford County,North Carolina,Low Incidence,37,91,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Hoke County,North Carolina,Low Incidence,37,93,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Hyde County,North Carolina,Low Incidence,37,95,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Iredell County,North Carolina,Low Incidence,37,97,0,6,7,16,4,0,0,0,1,2,2,3,4,1,3,6,11,3,2,2,5,3,2
Jackson County,North Carolina,Low Incidence,37,99,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0
Johnston County,North Carolina,Low Incidence,37,101,4,4,1,0,2,0,0,2,0,0,1,2,2,1,0,1,1,2,2,3,4,3,1
Jones County,North Carolina,Low Incidence,37,103,0,3,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,2,1,0,0,0
Lee County,North Carolina,Low Incidence,37,105,1,1,1,0,0,0,0,2,1,0,0,0,0,2,1,3,0,1,4,1,1,0,0
Lenoir County,North Carolina,Low Incidence,37,107,0,3,2,1,0,0,0,0,2,1,1,1,2,1,0,1,0,0,2,0,1,2,0
Lincoln County,North Carolina,Low Incidence,37,109,0,2,0,0,0,1,3,0,6,0,0,1,1,3,9,2,0,1,2,2,2,1,1
McDowell County,North Carolina,Low Incidence,37,111,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Macon County,North Carolina,Low Incidence,37,113,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,1,0,0,0,0,0,0
Madison County,North Carolina,Low Incidence,37,115,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,4,3,3,5,9,8,8
Martin County,North Carolina,Low Incidence,37,117,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Mecklenburg County,North Carolina,Low Incidence,37,119,1,6,21,10,0,3,1,2,3,5,3,7,5,5,15,13,19,7,7,9,22,14,14
Mitchell County,North Carolina,Low Incidence,37,121,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,2,1,5,8,3,13
